Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"FDI","L’investissement Direct étranger (IDE)","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","6110","Valeur US $","23082","IED - entrées totales","2017","2017","millions","101240.701176","X","Sources internationales sûres","UNCTAD"
"FDI","L’investissement Direct étranger (IDE)","184","Rwanda","6110","Valeur US $","23082","IED - entrées totales","2017","2017","millions","356.436501","X","Sources internationales sûres","INTRACEN UNCTAD"
"FDI","L’investissement Direct étranger (IDE)","189","Sainte-Lucie","6110","Valeur US $","23082","IED - entrées totales","2017","2017","millions","131.028889","X","Sources internationales sûres","UNCTAD"
"FDI","L’investissement Direct étranger (IDE)","188","Saint-Kitts-et-Nevis","6110","Valeur US $","23082","IED - entrées totales","2017","2017","millions","50.927407","X","Sources internationales sûres","UNCTAD"
"FDI","L’investissement Direct étranger (IDE)","191","Saint-Vincent-et-les Grenadines","6110","Valeur US $","23082","IED - entrées totales","2017","2017","millions","98.13963","X","Sources internationales sûres","UNCTAD"
"FDI","L’investissement Direct étranger (IDE)","244","Samoa","6110","Valeur US $","23082","IED - entrées totales","2017","2017","millions","9.077741","X","Sources internationales sûres","UNCTAD"
"FDI","L’investissement Direct étranger (IDE)","193","Sao Tomé-et-Principe","6110","Valeur US $","23082","IED - entrées totales","2017","2017","millions","41.026","X","Sources internationales sûres","UNCTAD"
"FDI","L’investissement Direct étranger (IDE)","195","Sénégal","6110","Valeur US $","23082","IED - entrées totales","2017","2017","millions","588.292998","X","Sources internationales sûres","UNCTAD"
"FDI","L’investissement Direct étranger (IDE)","272","Serbie","6110","Valeur US $","23082","IED - entrées totales","2017","2017","millions","2878.291575","X","Sources internationales sûres","UNCTAD"
"FDI","L’investissement Direct étranger (IDE)","196","Seychelles","6110","Valeur US $","23082","IED - entrées totales","2017","2017","millions","191.947661","X","Sources internationales sûres","UNCTAD"
"FDI","L’investissement Direct étranger (IDE)","197","Sierra Leone","6110","Valeur US $","23082","IED - entrées totales","2017","2017","millions","128.88345","X","Sources internationales sûres","UNCTAD"
"FDI","L’investissement Direct étranger (IDE)","200","Singapour","6110","Valeur US $","23082","IED - entrées totales","2017","2017","millions","83603.948064","X","Sources internationales sûres","UNCTAD"
"FDI","L’investissement Direct étranger (IDE)","199","Slovaquie","6110","Valeur US $","23082","IED - entrées totales","2017","2017","millions","4016.771162","X","Sources internationales sûres","OECD  UNCTAD"
"FDI","L’investissement Direct étranger (IDE)","198","Slovénie","6110","Valeur US $","23082","IED - entrées totales","2017","2017","millions","897.745168","X","Sources internationales sûres","OECD  UNCTAD"
"FDI","L’investissement Direct étranger (IDE)","201","Somalie","6110","Valeur US $","23082","IED - entrées totales","2017","2017","millions","369","X","Sources internationales sûres","UNCTAD"
"FDI","L’investissement Direct étranger (IDE)","276","Soudan","6110","Valeur US $","23082","IED - entrées totales","2017","2017","millions","1065.298","X","Sources internationales sûres","UNCTAD"
"FDI","L’investissement Direct étranger (IDE)","277","Soudan du Sud","6110","Valeur US $","23082","IED - entrées totales","2017","2017","millions","1.42","X","Sources internationales sûres","UNCTAD"
"FDI","L’investissement Direct étranger (IDE)","38","Sri Lanka","6110","Valeur US $","23082","IED - entrées totales","2017","2017","millions","1372.723","X","Sources internationales sûres","UNCTAD"
"FDI","L’investissement Direct étranger (IDE)","210","Suède","6110","Valeur US $","23082","IED - entrées totales","2017","2017","millions","14249.034374","X","Sources internationales sûres","OECD  UNCTAD"
"FDI","L’investissement Direct étranger (IDE)","211","Suisse","6110","Valeur US $","23082","IED - entrées totales","2017","2017","millions","107322.102388","X","Sources internationales sûres","UNCTAD"
"FDI","L’investissement Direct étranger (IDE)","207","Suriname","6110","Valeur US $","23082","IED - entrées totales","2017","2017","millions","98.2","X","Sources internationales sûres","UNCTAD"
"FDI","L’investissement Direct étranger (IDE)","208","Tadjikistan","6110","Valeur US $","23082","IED - entrées totales","2017","2017","millions","307.029681","X","Sources internationales sûres","UNCTAD"
"FDI","L’investissement Direct étranger (IDE)","39","Tchad","6110","Valeur US $","23082","IED - entrées totales","2017","2017","millions","363.381636","X","Sources internationales sûres","UNCTAD"
"FDI","L’investissement Direct étranger (IDE)","167","Tchéquie","6110","Valeur US $","23082","IED - entrées totales","2017","2017","millions","9521.682018","X","Sources internationales sûres","OECD  UNCTAD"
"FDI","L’investissement Direct étranger (IDE)","216","Thaïlande","6110","Valeur US $","23082","IED - entrées totales","2017","2017","millions","6661.235613","X","Sources internationales sûres","INTRACEN UNCTAD"
"FDI","L’investissement Direct étranger (IDE)","176","Timor-Leste","6110","Valeur US $","23082","IED - entrées totales","2017","2017","millions","6.716","X","Sources internationales sûres","UNCTAD"
"FDI","L’investissement Direct étranger (IDE)","217","Togo","6110","Valeur US $","23082","IED - entrées totales","2017","2017","millions","88.560066","X","Sources internationales sûres","UNCTAD"
"FDI","L’investissement Direct étranger (IDE)","219","Tonga","6110","Valeur US $","23082","IED - entrées totales","2017","2017","millions","13.780786","X","Sources internationales sûres","UNCTAD"
"FDI","L’investissement Direct étranger (IDE)","220","Trinité-et-Tobago","6110","Valeur US $","23082","IED - entrées totales","2017","2017","millions","-456.861","X","Sources internationales sûres","UNCTAD"
"FDI","L’investissement Direct étranger (IDE)","222","Tunisie","6110","Valeur US $","23082","IED - entrées totales","2017","2017","millions","880.78779","X","Sources internationales sûres","INTRACEN UNCTAD"
"FDI","L’investissement Direct étranger (IDE)","213","Turkménistan","6110","Valeur US $","23082","IED - entrées totales","2017","2017","millions","2085.944","X","Sources internationales sûres","UNCTAD"
"FDI","L’investissement Direct étranger (IDE)","223","Turquie","6110","Valeur US $","23082","IED - entrées totales","2017","2017","millions","11020","X","Sources internationales sûres","OECD  UNCTAD"
"FDI","L’investissement Direct étranger (IDE)","227","Tuvalu","6110","Valeur US $","23082","IED - entrées totales","2017","2017","millions","0.3","X","Sources internationales sûres","UNCTAD"
"FDI","L’investissement Direct étranger (IDE)","230","Ukraine","6110","Valeur US $","23082","IED - entrées totales","2017","2017","millions","2601","X","Sources internationales sûres","UNCTAD"
"FDI","L’investissement Direct étranger (IDE)","234","Uruguay","6110","Valeur US $","23082","IED - entrées totales","2017","2017","millions","-837.314152","X","Sources internationales sûres","INTRACEN UNCTAD"
"FDI","L’investissement Direct étranger (IDE)","155","Vanuatu","6110","Valeur US $","23082","IED - entrées totales","2017","2017","millions","24.327396","X","Sources internationales sûres","UNCTAD"
"FDI","L’investissement Direct étranger (IDE)","236","Venezuela (République bolivarienne du)","6110","Valeur US $","23082","IED - entrées totales","2017","2017","millions","-68","X","Sources internationales sûres","UNCTAD"
"FDI","L’investissement Direct étranger (IDE)","237","Viet Nam","6110","Valeur US $","23082","IED - entrées totales","2017","2017","millions","14100","X","Sources internationales sûres","INTRACEN UNCTAD"
"FDI","L’investissement Direct étranger (IDE)","249","Yémen","6110","Valeur US $","23082","IED - entrées totales","2017","2017","millions","-269.85","X","Sources internationales sûres","UNCTAD"
"FDI","L’investissement Direct étranger (IDE)","251","Zambie","6110","Valeur US $","23082","IED - entrées totales","2017","2017","millions","1107.5","X","Sources internationales sûres","INTRACEN UNCTAD"
"FDI","L’investissement Direct étranger (IDE)","181","Zimbabwe","6110","Valeur US $","23082","IED - entrées totales","2017","2017","millions","349.41958","X","Sources internationales sûres","UNCTAD"
